10,20,7,13,14
10,35,10,35,35
10,50,10,50,30
10,65,10,65,60
10,80,10,80,66
20,20,4,3,2
20,35,15,25,22
20,50,19,49,76
20,65,19,63,106
20,80,19,75,98
30,20,4,3,2
30,35,14,16,34
30,50,18,25,22
30,65,29,64,154
30,80,30,80,160
40,20,7,6,10
40,35,13,14,36
40,50,28,37,76
40,65,33,56,112
40,80,33,65,114
50,20,2,1,0
50,35,6,6,2
50,50,12,13,14
50,65,19,23,40
50,80,26,39,78
